backend,size,op,field,method,median_ms,p95_ms,cleanup_ms,seed_ms_dense,seed_ms_sparse
sqlite,10000,sort,date_sparse,legacy,22.991271000009306,26.468624999978374,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,date_sparse,legacyJsonb,12.556083000006879,12.838916999982075,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,10000,sort,date_sparse,v2,8.336562500005584,8.945334000003413,54.833124999987604,300.2966669999978,1120.2750419999745
sqlite,100000,filter,text,legacy,1.1429584999973486,1.1890840000035041,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,text,legacyJsonb,0.19279199999289176,0.20391699999322555,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,text,v2,0.3698745000093595,0.37795800000139934,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,number,legacy,0.28837499998246585,0.29391699999337106,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,number,legacyJsonb,0.06091699999899447,0.06616599998210404,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,number,v2,0.11235450000413039,0.1145419999772912,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,option,legacy,0.30614600001399594,0.3456670000048234,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,option,legacyJsonb,0.06135399999607216,0.0730410000073789,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,option,v2,0.11699949999410819,0.1212919999886708,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,date,legacy,5.370478999992656,5.576999999988175,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,date,legacyJsonb,2.854354500001932,3.3437919999812493,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,date,v2,1.2571040000040057,1.3414580000130627,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,date,indexed,0.0049580000052174,0.0070410000034826226,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,text_sparse,legacy,17.71283300000448,18.166209000014533,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,text_sparse,legacyJsonb,10.76168750000761,12.000124999985928,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,text_sparse,v2,6.624916500001632,7.066457999997056,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,number_sparse,legacy,1.0934794999997166,1.329291000018884,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,number_sparse,legacyJsonb,0.27658299998734037,0.2881249999973079,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,number_sparse,v2,0.44918749999567353,0.47533299999713563,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,option_sparse,legacy,0.7092295000035165,0.79558299998439,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,option_sparse,legacyJsonb,0.1871040000054336,0.20733299999164956,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,option_sparse,v2,0.2678125000130649,0.28595800000630334,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,date_sparse,legacy,17.67766650000624,17.814583000017592,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,date_sparse,legacyJsonb,9.502104500000996,9.854334000010567,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,filter,date_sparse,v2,6.514666499995769,6.928125000001728,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,sort,text,legacy,209.60125000001995,211.6049169999883,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,sort,text,legacyJsonb,110.29270850001183,113.4358749999933,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,sort,text,v2,55.871812500015494,56.68366599999786,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,sort,number,legacy,216.4445834999924,217.43362499998398,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,sort,number,legacyJsonb,112.45697900000096,117.90062500000431,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,sort,number,v2,54.332104499991374,54.79479200002402,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,sort,option,legacy,216.82966649999003,220.0141249999774,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,sort,option,legacyJsonb,112.93683299999202,114.75266600001532,448.36870800000383,3230.240500000008,10729.708166999984
sqlite,100000,sort,option,v2,75.60379150001495,76.31874999998445,448.36870800000383,3230.240500000008,10729.708166999984
